id,rotulo,MAIUSCULAS,EXCLAMA,ASPAS,POL_ABSOLUTO,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,interrog,affect,posemo,negemo,anx,anger,sad
53,FALSO,0.15506232897537242,0.0,0.0,0.5,0.5972288580984233,0.48237715461795727,0.2926421404682274,0.2100334448160535,0.0,0.0,0.19188963210702342,0.18283166109253068,0.42307692307692313,0.3901895206243032,0.29849498327759194,0.28985507246376807,0.32909698996655523,0.2618251313903488,0.08862876254180602,0.34428487113909106,0.22909698996655517,0.09141583054626534,0.4386048733874821,0.1254180602006689,0.36550406115623507,0.24972129319955408,0.0,0.0
1136,VERDADE,0.0320855614973262,0.0,0.0,0.25,0.3913330037897511,0.2661698163428267,0.17301038062283738,0.0,0.0,0.0,0.19852941176470587,0.09457900807381778,0.27854671280276816,0.24221453287197228,0.24019607843137253,0.1499423298731257,0.22698961937716267,0.2708848245180425,0.18339100346020762,0.4070832485243232,0.0790080738177624,0.2837370242214533,0.3025210084033614,0.12975778546712805,0.226890756302521,0.0,0.1531141868512111,0.0
695,FALSO,0.7272727272727272,0.0,0.0,0.5,0.2917833800186741,0.2828054298642534,0.24509803921568626,0.0,0.0,0.35784313725490197,0.375,0.2679738562091504,0.22549019607843138,0.22875816993464052,0.19444444444444442,0.0,0.0,0.0,0.0,0.1441753171856978,0.44771241830065356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,VERDADE,0.06919945725915874,0.0,0.0,0.625,0.5108386638237383,0.25114810562571754,0.13992537313432835,0.0,0.0,0.13619402985074627,0.14272388059701493,0.10199004975124379,0.21455223880597013,0.17412935323383083,0.4440298507462686,0.24253731343283577,0.18358208955223881,0.14605543710021324,0.0,0.27436347673397715,0.08519900497512438,0.10199004975124379,0.326226012793177,0.13992537313432835,0.24466950959488273,0.0,0.0,0.0
1314,VERDADE,0.0,0.0,0.0,0.5,0.505183623264804,0.24836786829406754,0.13837638376383762,0.0,0.0,0.0,0.1411439114391144,0.10086100861008611,0.25461254612546125,0.17220172201722017,0.4757072570725707,0.31980319803198026,0.24206642066420667,0.28887717448603056,0.0,0.2713262426741914,0.08425584255842558,0.40344403444034443,0.08065366367949393,0.13837638376383762,0.0,0.0,0.0,0.0
3712,VERDADE,0.03459972862957937,0.0,0.0,0.375,0.7329424307036246,0.538174512055109,0.2798507462686567,0.2343283582089552,0.0,0.0,0.2140858208955224,0.10199004975124379,0.5149253731343283,0.39179104477611937,0.4810323383084577,0.40422885572139294,0.30597014925373134,0.2921108742004265,0.0,0.5487269534679543,0.0,0.20398009950248758,0.1631130063965885,0.0,0.1631130063965885,0.0,0.16511194029850745,0.0
241,FALSO,0.037090909090909084,0.0,0.0,0.5,0.9999999999999999,0.9999999999999999,0.8,0.7535999999999999,0.0,0.876,0.2295,0.10933333333333335,0.598,0.27999999999999997,0.19833333333333333,0.5199999999999999,0.6560000000000001,0.7045714285714286,0.106,1.0,0.09133333333333334,0.8746666666666668,0.2622857142857143,0.0,0.2622857142857143,0.0,0.0,0.0
3352,VERDADE,0.04139610389610389,0.0,0.0,0.5,0.664328231292517,0.4721840659340659,0.2232142857142857,0.0,0.0,0.0,0.34151785714285715,0.0,0.5647321428571428,0.3645833333333333,0.3984375,0.48363095238095233,0.3660714285714286,0.5242346938775511,0.0,0.45955882352941174,0.1019345238095238,0.48809523809523814,0.39030612244897955,0.0,0.39030612244897955,0.0,0.19754464285714285,0.0
3618,VERDADE,0.11127272727272726,0.0,0.0,0.625,0.6666666666666666,0.5769230769230769,0.5499999999999999,0.0,0.4186666666666667,0.0,0.6885,0.0,0.598,0.6533333333333333,0.595,0.08666666666666666,0.39360000000000006,0.46971428571428575,0.106,0.058823529411764705,0.09133333333333334,0.10933333333333335,0.17485714285714288,0.15,0.08742857142857144,0.0,0.0,0.0
2603,VERDADE,0.03929121725731895,0.0,0.0,0.25,0.428773204196933,0.24445893089960888,0.15889830508474578,0.0,0.0,0.15466101694915255,0.1620762711864407,0.23163841807909608,0.19491525423728814,0.1483050847457627,0.33615819209039544,0.0,0.2779661016949153,0.33171912832929784,0.11228813559322035,0.1246261216350947,0.0,0.23163841807909608,0.2778450363196126,0.15889830508474576,0.18523002421307505,0.0,0.0,0.0
