id,MAIUSCULAS_x,EXCLAMA_x,ASPAS_x,POL_ABSOLUTO_x,funct,pronoun_x,ppron_x,i_x,we_x,you_x,shehe_x,they_x,ipron_x,article_x,prep_x,auxverb_x,adverb_x,conj_x,negate_x,verb_x,adj_x,interrog_x,affect_x,posemo_x,negemo_x,anx_x,anger_x,sad_x,MAIUSCULAS_y,EXCLAMA_y,ASPAS_y,POL_ABSOLUTO_y,pronoun_y,ppron_y,i_y,we_y,you_y,shehe_y,they_y,ipron_y,article_y,prep_y,auxverb_y,adverb_y,conj_y,negate_y,verb_y,adj_y,interrog_y,affect_y,posemo_y,negemo_y,anx_y,anger_y,sad_y,rotulo
53,0.15506232897537242,0.0,0.0,0.5,0.5972288580984233,0.4823771546179573,0.2926421404682274,0.2100334448160535,0.0,0.0,0.19188963210702345,0.18283166109253068,0.4230769230769231,0.3901895206243032,0.29849498327759194,0.2898550724637681,0.32909698996655523,0.2618251313903488,0.08862876254180603,0.34428487113909106,0.2290969899665552,0.09141583054626534,0.4386048733874821,0.1254180602006689,0.3655040611562351,0.2497212931995541,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25073805397591203,0.5041322314049587,0.0,0.0,0.0,0.0,0.10881542699724517,0.1859504132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSO
1136,0.0320855614973262,0.0,0.0,0.25,0.3913330037897511,0.2661698163428267,0.17301038062283738,0.0,0.0,0.0,0.19852941176470587,0.09457900807381778,0.27854671280276816,0.2422145328719723,0.2401960784313725,0.1499423298731257,0.2269896193771627,0.2708848245180425,0.1833910034602076,0.4070832485243232,0.0790080738177624,0.2837370242214533,0.3025210084033614,0.12975778546712805,0.22689075630252103,0.0,0.1531141868512111,0.0,0.0,0.0,0.0,0.9,0.50625,0.0,0.0,0.0,0.0,0.0,0.0,0.50625,0.34951264488935724,0.4236111111111111,0.8020833333333334,0.0,0.0,0.0,0.548611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERDADE
695,0.7272727272727272,0.0,0.0,0.5,0.2917833800186741,0.2828054298642534,0.24509803921568624,0.0,0.0,0.357843137254902,0.375,0.2679738562091504,0.22549019607843135,0.2287581699346405,0.1944444444444444,0.0,0.0,0.0,0.0,0.1441753171856978,0.4477124183006536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5340659340659341,0.0,0.0,0.0,0.0,0.0,0.0,0.5340659340659341,0.4598362648942207,0.4468864468864469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,FALSO
3312,0.06919945725915874,0.0,0.0,0.625,0.5108386638237383,0.25114810562571754,0.13992537313432835,0.0,0.0,0.13619402985074627,0.14272388059701493,0.1019900497512438,0.21455223880597013,0.17412935323383086,0.4440298507462686,0.24253731343283574,0.1835820895522388,0.14605543710021324,0.0,0.27436347673397715,0.08519900497512438,0.1019900497512438,0.326226012793177,0.13992537313432835,0.24466950959488276,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3397561342766822,0.4149659863945578,0.0,0.0,0.0,0.0,0.4030612244897959,0.6122448979591836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERDADE
1314,0.0,0.0,0.0,0.5,0.5051836232648039,0.24836786829406754,0.13837638376383762,0.0,0.0,0.0,0.1411439114391144,0.10086100861008612,0.25461254612546125,0.17220172201722014,0.4757072570725707,0.31980319803198026,0.2420664206642067,0.28887717448603056,0.0,0.2713262426741914,0.08425584255842558,0.4034440344403444,0.08065366367949392,0.13837638376383762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.4833719704952582,0.7455555555555555,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERDADE
3712,0.03459972862957937,0.0,0.0,0.375,0.7329424307036246,0.538174512055109,0.2798507462686567,0.2343283582089552,0.0,0.0,0.2140858208955224,0.1019900497512438,0.5149253731343283,0.39179104477611937,0.4810323383084577,0.40422885572139294,0.3059701492537313,0.2921108742004265,0.0,0.5487269534679543,0.0,0.2039800995024876,0.1631130063965885,0.0,0.1631130063965885,0.0,0.16511194029850745,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4548498865889161,0.2871939736346516,0.0,0.0,0.14124293785310735,0.0,0.5579096045197739,0.0,0.0,0.4745762711864407,0.4745762711864407,0.0,0.0,0.0,0.0,VERDADE
241,0.037090909090909084,0.0,0.0,0.5,1.0,1.0,0.8,0.7535999999999999,0.0,0.8759999999999999,0.2295,0.10933333333333337,0.598,0.28,0.19833333333333333,0.5199999999999999,0.6560000000000001,0.7045714285714286,0.106,1.0,0.09133333333333334,0.8746666666666668,0.2622857142857143,0.0,0.2622857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4628571428571428,0.7523809523809524,0.0,0.0,0.0,0.7523809523809524,0.0,0.0,0.30853530031612225,0.2582010582010582,0.7333333333333334,0.0,0.0,0.0,0.3761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSO
3352,0.04139610389610389,0.0,0.0,0.5,0.6643282312925171,0.4721840659340659,0.2232142857142857,0.0,0.0,0.0,0.34151785714285715,0.0,0.5647321428571428,0.3645833333333333,0.3984375,0.4836309523809523,0.3660714285714286,0.5242346938775511,0.0,0.4595588235294117,0.1019345238095238,0.4880952380952381,0.3903061224489796,0.0,0.3903061224489796,0.0,0.19754464285714285,0.0,0.0,0.0,0.0,0.55,0.1588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.1588235294117647,0.5463645943097999,0.3986928104575163,0.7549019607843137,0.0,0.0,0.0,0.38725490196078427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERDADE
3618,0.11127272727272726,0.0,0.0,0.625,0.6666666666666666,0.5769230769230769,0.5499999999999999,0.0,0.4186666666666667,0.0,0.6885,0.0,0.598,0.6533333333333333,0.595,0.08666666666666666,0.3936000000000001,0.4697142857142858,0.106,0.05882352941176471,0.09133333333333334,0.10933333333333337,0.17485714285714288,0.15,0.08742857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1514018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.1514018691588785,0.5863131875166185,0.5067497403946002,0.0,0.0,0.0,0.0,0.24610591900311524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERDADE
2603,0.03929121725731895,0.0,0.0,0.25,0.428773204196933,0.2444589308996089,0.15889830508474578,0.0,0.0,0.15466101694915255,0.1620762711864407,0.2316384180790961,0.19491525423728812,0.1483050847457627,0.33615819209039544,0.0,0.2779661016949153,0.33171912832929784,0.11228813559322036,0.1246261216350947,0.0,0.2316384180790961,0.2778450363196126,0.15889830508474576,0.18523002421307505,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148262312517851,0.5700934579439252,0.0,0.0,0.0,0.0,0.3691588785046729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VERDADE
