id,rotulo,MAIUSCULAS,EXCLAMA,ASPAS,POL_ABSOLUTO,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,interrog,affect,posemo,negemo,anx,anger,sad
53,FALSO,0.18510538641686183,0.0,0.0,0.5,0.4883843911797622,0.4191905348846203,0.23047251687560272,0.23700234192037473,0.0,0.0,0.1244563399130144,0.2154566744730679,0.3609610762197084,0.3368921753551052,0.33145210376856854,0.2997658079625293,0.5841418534626965,0.22482435597189696,0.1049960967993755,0.32441760138050046,0.37353629976580793,0.10491803278688525,0.3480453972257251,0.07874707259953162,0.44161927065908335,0.24590163934426226,0.0,0.0
1136,VERDADE,0.0971007371007371,0.0,0.0,0.33333333333333337,0.42892295555461346,0.32114778734944893,0.13817025581731462,0.0,0.0,0.0,0.13057213057213057,0.11302211302211301,0.3536507185864023,0.2114249382052793,0.296019656019656,0.3931203931203931,0.47665847665847666,0.41277641277641275,0.22031122031122033,0.534850640113798,0.06531531531531531,0.6604422604422604,0.426006426006426,0.08261670761670761,0.555984555984556,0.0,0.18673218673218672,0.0
695,FALSO,0.4095336787564767,0.0,0.0,0.5,0.4931802898911256,0.45402398120280163,0.14568729046022555,0.0,0.0,0.24352331606217617,0.18356772760917842,0.2383419689119171,0.4605458146448552,0.480813424730149,0.475223148356737,0.0,0.0,0.0,0.0,0.10253613307881103,0.2754749568221071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,VERDADE,0.1228855721393035,0.0,0.0,0.5833333333333334,0.35680561931527666,0.1963900877191639,0.10491659350307286,0.0,0.0,0.11691542288557213,0.08813077469793888,0.1144278606965174,0.1791617583039227,0.13902902738064948,0.39091499026606097,0.23880597014925373,0.2068230277185501,0.11940298507462686,0.0,0.2461377323906782,0.26451077943615253,0.11144278606965173,0.2464600076540375,0.08364427860696518,0.2814498933901919,0.0,0.0,0.0
1314,VERDADE,0.0,0.0,0.0,0.5,0.5221305326331582,0.2773933421179292,0.11586942469295411,0.0,0.0,0.0,0.09733124018838306,0.1263736263736264,0.30111277479071663,0.22298323542054738,0.5785645272601796,0.3516483516483517,0.30455259026687603,0.26373626373626374,0.0,0.2718334297281666,0.14606227106227107,0.49230769230769234,0.06804733727810652,0.09237637362637363,0.0,0.0,0.0,0.0
3712,VERDADE,0.024949494949494954,0.0,0.0,0.4166666666666667,0.596391522122955,0.5035274273144823,0.21301247771836007,0.2555555555555556,0.0,0.0,0.1341991341991342,0.11616161616161617,0.4802258731510757,0.42264368864168267,0.39904259991216523,0.40404040404040403,0.3499278499278499,0.30303030303030304,0.0,0.49973418394471025,0.0,0.22626262626262628,0.31274281274281274,0.2547348484848485,0.1904761904761905,0.0,0.19191919191919193,0.0
241,FALSO,0.02627659574468085,0.0,0.0,0.5,0.8881582097652073,0.9999999999999998,0.7104192740926157,0.8074468085106382,0.0,1.0,0.2826747720364742,0.3670212765957446,0.5563321270851707,0.2913933289229391,0.10938842635419876,0.7659574468085106,0.810790273556231,0.574468085106383,0.11923758865248227,1.0,0.07070035460992907,0.9531914893617021,0.1976268412438625,0.0,0.3009118541033434,0.0,0.0,0.0
3352,VERDADE,0.11132394366197185,0.0,0.0,0.5,0.6140802806335386,0.5138786354396767,0.1584092792046396,0.0,0.0,0.0,0.1995975855130785,0.0,0.602280987816689,0.5447842117903006,0.3606940191875893,0.6309859154929578,0.3903420523138833,0.40563380281690137,0.0,0.5017049666419571,0.07488262910798123,0.5047887323943662,0.2790899241603467,0.0,0.42494969818913486,0.0,0.21408450704225354,0.0
3618,VERDADE,0.08142857142857143,0.0,0.0,0.5833333333333334,0.6352357320099256,0.6408231218981039,0.46347769877181644,0.0,0.4963369963369964,0.0,0.4379905808477237,0.1263736263736264,0.6220575121242107,0.7840378277690215,0.5785645272601796,0.08791208791208792,0.532967032967033,0.39560439560439564,0.12316849816849819,0.16310005783689996,0.07303113553113554,0.12307692307692308,0.13609467455621305,0.09237637362637363,0.10361067503924648,0.0,0.0,0.0
2603,VERDADE,0.02814814814814815,0.0,0.0,0.33333333333333337,0.39059337483943646,0.220859820818791,0.12016088486676724,0.0,0.0,0.1339031339031339,0.10093610093610095,0.2621082621082621,0.1956170509449849,0.15105315947843534,0.4347253533726964,0.0,0.31583231583231586,0.27350427350427353,0.12773029439696107,0.1127605338131654,0.0,0.2552706552706553,0.2117028270874425,0.09579772079772081,0.2148962148962149,0.0,0.0,0.0
